,sale_id,customer_id,product_id,product_name,category,price,quantity,sale_date,total_value,age,gender,region,segment,churn,tenure_months,last_purchase_date,feedback_text,sentiment
567,S000568,CUST01231,P005,Printer,Electronics,15000,5,2022-01-06,75000,18,Female,South,Consumer,0,43,2023-10-23,"Met expectations, nothing special.",Neutral
568,S000569,CUST01130,P010,Projector,Electronics,45000,4,2022-04-25,180000,29,Male,West,Corporate,1,39,2023-03-08,"Terrible experience, will not buy again.",Negative
569,S000570,CUST01541,P008,Headphones,Electronics,3000,2,2021-01-12,6000,53,Female,East,Small Business,1,10,2023-04-01,"Met expectations, nothing special.",Neutral
570,S000571,CUST01296,P004,Desk,Furniture,12000,4,2022-01-04,48000,24,Female,East,Consumer,1,48,2023-10-13,"Great product, very satisfied.",Positive
571,S000572,CUST01740,P002,Smartphone,Electronics,25000,1,2020-05-23,25000,54,Male,North,Small Business,0,7,2023-05-26,"Terrible experience, will not buy again.",Negative
572,S000573,CUST01452,P010,Projector,Electronics,45000,1,2020-04-29,45000,39,Male,North,Small Business,0,22,2023-06-11,"Delivery was late, not happy.",Positive
573,S000574,CUST00798,P010,Projector,Electronics,45000,1,2021-05-14,45000,60,Male,East,Corporate,0,52,2023-02-23,Product quality could be better.,Neutral
574,S000575,CUST00626,P009,Monitor,Electronics,12000,3,2023-04-25,36000,45,Male,North,Corporate,0,26,2023-02-28,Easy to use and reliable.,Neutral
575,S000576,CUST00353,P007,Pen Pack,Office Supplies,50,4,2021-08-23,200,36,Female,East,Small Business,1,13,2023-08-20,Too expensive for the features offered.,Negative
576,S000577,CUST00582,P010,Projector,Electronics,45000,5,2021-02-24,225000,49,Male,South,Small Business,0,54,2023-12-02,Easy to use and reliable.,Neutral
577,S000578,CUST01504,P007,Pen Pack,Office Supplies,50,5,2023-06-17,250,29,Male,North,Small Business,0,24,2023-06-21,"Delivery was late, not happy.",Positive
578,S000579,CUST00270,P007,Pen Pack,Office Supplies,50,5,2023-02-22,250,53,Female,East,Small Business,1,47,2023-02-03,"Delivery was late, not happy.",Positive
579,S000580,CUST01759,P006,Notebook,Office Supplies,100,3,2023-09-11,300,35,Female,North,Corporate,0,11,2023-01-30,"Terrible experience, will not buy again.",Negative
580,S000581,CUST01438,P001,Laptop,Electronics,70000,5,2023-09-17,350000,48,Male,North,Corporate,0,15,2023-04-19,"Worth the price, happy with the purchase.",Positive
581,S000582,CUST00999,P010,Projector,Electronics,45000,5,2020-01-05,225000,23,Female,North,Corporate,0,29,2023-04-18,"Worth the price, happy with the purchase.",Positive
582,S000583,CUST01603,P010,Projector,Electronics,45000,5,2022-01-01,225000,36,Male,South,Consumer,0,39,2023-10-17,"Worth the price, happy with the purchase.",Positive
583,S000584,CUST01178,P007,Pen Pack,Office Supplies,50,3,2022-07-22,150,38,Female,West,Consumer,0,1,2023-05-20,Too expensive for the features offered.,Negative
584,S000585,CUST00676,P010,Projector,Electronics,45000,1,2022-09-17,45000,34,Male,North,Corporate,1,49,2023-11-27,Product quality could be better.,Neutral
585,S000586,CUST01106,P002,Smartphone,Electronics,25000,4,2020-08-20,100000,49,Male,North,Small Business,0,22,2023-09-24,Easy to use and reliable.,Neutral
586,S000587,CUST01360,P010,Projector,Electronics,45000,3,2021-08-19,135000,51,Male,West,Corporate,0,20,2023-01-21,Excellent customer service.,Positive
587,S000588,CUST01635,P006,Notebook,Office Supplies,100,2,2021-10-11,200,46,Female,East,Small Business,0,22,2023-11-07,"Terrible experience, will not buy again.",Negative
588,S000589,CUST00186,P010,Projector,Electronics,45000,5,2021-06-03,225000,47,Male,South,Consumer,1,47,2023-09-11,"Great product, very satisfied.",Positive
589,S000590,CUST00147,P006,Notebook,Office Supplies,100,4,2023-05-17,400,27,Female,West,Small Business,0,41,2023-10-12,Product quality could be better.,Neutral
590,S000591,CUST01857,P004,Desk,Furniture,12000,1,2023-11-16,12000,63,Male,East,Consumer,0,31,2023-05-05,Too expensive for the features offered.,Negative
591,S000592,CUST00677,P006,Notebook,Office Supplies,100,1,2020-06-23,100,33,Male,North,Corporate,0,48,2023-12-11,"Worth the price, happy with the purchase.",Positive
592,S000593,CUST01404,P005,Printer,Electronics,15000,3,2022-12-22,45000,28,Female,West,Consumer,0,23,2023-09-13,Excellent customer service.,Positive
593,S000594,CUST01624,P005,Printer,Electronics,15000,2,2023-10-15,30000,39,Male,North,Corporate,0,55,2023-08-10,"Terrible experience, will not buy again.",Negative
594,S000595,CUST00854,P005,Printer,Electronics,15000,3,2023-01-13,45000,30,Male,East,Small Business,0,57,2023-03-28,"Worth the price, happy with the purchase.",Positive
595,S000596,CUST01699,P006,Notebook,Office Supplies,100,4,2023-02-20,400,64,Male,West,Consumer,0,15,2023-11-23,"Worth the price, happy with the purchase.",Positive
596,S000597,CUST01978,P002,Smartphone,Electronics,25000,4,2022-06-29,100000,53,Female,East,Consumer,0,35,2023-09-26,Easy to use and reliable.,Neutral
597,S000598,CUST01739,P002,Smartphone,Electronics,25000,5,2020-12-30,125000,61,Male,East,Corporate,0,17,2023-12-29,"Great product, very satisfied.",Positive
598,S000599,CUST01567,P008,Headphones,Electronics,3000,5,2023-03-28,15000,22,Female,South,Corporate,0,51,2023-07-22,"Great product, very satisfied.",Positive
599,S000600,CUST01487,P002,Smartphone,Electronics,25000,1,2023-04-25,25000,19,Female,North,Consumer,0,56,2023-02-25,"Met expectations, nothing special.",Neutral
600,S000601,CUST00649,P009,Monitor,Electronics,12000,4,2021-12-27,48000,33,Female,West,Corporate,0,28,2023-07-23,Too expensive for the features offered.,Negative
601,S000602,CUST00026,P001,Laptop,Electronics,70000,5,2020-08-08,350000,51,Female,East,Consumer,0,5,2023-02-24,Too expensive for the features offered.,Negative
602,S000603,CUST00748,P001,Laptop,Electronics,70000,5,2022-07-27,350000,18,Male,West,Corporate,0,23,2023-04-26,"Terrible experience, will not buy again.",Negative
603,S000604,CUST01462,P003,Office Chair,Furniture,8000,4,2022-04-15,32000,31,Female,West,Consumer,0,20,2023-11-22,"Delivery was late, not happy.",Positive
604,S000605,CUST01207,P001,Laptop,Electronics,70000,3,2020-03-03,210000,39,Male,East,Corporate,0,39,2023-04-02,Excellent customer service.,Positive
605,S000606,CUST01564,P009,Monitor,Electronics,12000,3,2020-07-02,36000,60,Female,East,Small Business,0,44,2023-12-15,"Terrible experience, will not buy again.",Negative
606,S000607,CUST01568,P005,Printer,Electronics,15000,1,2020-09-28,15000,26,Male,East,Corporate,1,7,2023-07-17,Highly recommend to others.,Positive
607,S000608,CUST00995,P003,Office Chair,Furniture,8000,2,2022-11-03,16000,18,Female,West,Consumer,0,27,2023-03-15,Too expensive for the features offered.,Negative
608,S000609,CUST00545,P009,Monitor,Electronics,12000,1,2022-02-20,12000,63,Female,West,Corporate,1,20,2023-11-08,"Delivery was late, not happy.",Positive
609,S000610,CUST00222,P010,Projector,Electronics,45000,5,2021-12-26,225000,40,Female,North,Small Business,1,42,2023-07-07,Too expensive for the features offered.,Negative
610,S000611,CUST01861,P006,Notebook,Office Supplies,100,4,2023-10-19,400,54,Female,North,Small Business,0,25,2023-05-10,"Worth the price, happy with the purchase.",Positive
611,S000612,CUST01145,P007,Pen Pack,Office Supplies,50,4,2022-07-21,200,63,Female,East,Consumer,0,24,2023-01-16,"Worth the price, happy with the purchase.",Positive
612,S000613,CUST01797,P008,Headphones,Electronics,3000,2,2023-10-30,6000,22,Female,North,Small Business,0,37,2023-01-30,"Great product, very satisfied.",Positive
613,S000614,CUST01785,P001,Laptop,Electronics,70000,4,2021-03-20,280000,29,Female,North,Small Business,0,27,2023-04-06,Highly recommend to others.,Positive
614,S000615,CUST01972,P001,Laptop,Electronics,70000,4,2021-08-25,280000,58,Female,North,Corporate,1,50,2023-10-25,Highly recommend to others.,Positive
615,S000616,CUST01310,P009,Monitor,Electronics,12000,2,2021-06-09,24000,29,Male,West,Corporate,0,36,2023-01-15,Easy to use and reliable.,Neutral
616,S000617,CUST01157,P006,Notebook,Office Supplies,100,2,2021-10-13,200,57,Male,West,Small Business,0,10,2023-06-08,"Delivery was late, not happy.",Positive
617,S000618,CUST01092,P009,Monitor,Electronics,12000,1,2023-08-12,12000,39,Female,North,Small Business,1,8,2023-07-12,"Terrible experience, will not buy again.",Negative
618,S000619,CUST01684,P010,Projector,Electronics,45000,1,2023-03-19,45000,37,Female,West,Small Business,0,49,2023-02-20,"Great product, very satisfied.",Positive
619,S000620,CUST01958,P007,Pen Pack,Office Supplies,50,3,2021-08-10,150,28,Female,West,Corporate,0,5,2023-07-04,Easy to use and reliable.,Neutral
620,S000621,CUST01645,P001,Laptop,Electronics,70000,1,2023-12-06,70000,26,Male,North,Small Business,0,43,2023-04-18,Too expensive for the features offered.,Negative
621,S000622,CUST01447,P005,Printer,Electronics,15000,1,2020-04-29,15000,42,Male,East,Small Business,1,41,2023-04-26,"Terrible experience, will not buy again.",Negative
622,S000623,CUST01108,P004,Desk,Furniture,12000,1,2022-11-06,12000,29,Male,East,Consumer,0,35,2023-06-09,"Met expectations, nothing special.",Neutral
623,S000624,CUST01405,P010,Projector,Electronics,45000,4,2023-12-13,180000,27,Male,North,Small Business,0,27,2023-12-01,"Worth the price, happy with the purchase.",Positive
624,S000625,CUST01908,P006,Notebook,Office Supplies,100,5,2021-02-11,500,55,Female,West,Small Business,0,10,2023-02-11,"Worth the price, happy with the purchase.",Positive
625,S000626,CUST01958,P008,Headphones,Electronics,3000,4,2023-04-07,12000,28,Female,West,Corporate,0,5,2023-07-04,"Terrible experience, will not buy again.",Negative
626,S000627,CUST01028,P009,Monitor,Electronics,12000,4,2022-03-20,48000,35,Male,East,Consumer,1,5,2023-12-31,"Worth the price, happy with the purchase.",Positive
627,S000628,CUST00567,P007,Pen Pack,Office Supplies,50,1,2020-11-30,50,41,Female,South,Corporate,1,57,2023-02-09,Excellent customer service.,Positive
628,S000629,CUST00830,P009,Monitor,Electronics,12000,2,2021-03-30,24000,58,Male,West,Corporate,0,6,2023-07-27,Easy to use and reliable.,Neutral
629,S000630,CUST00730,P008,Headphones,Electronics,3000,4,2020-07-31,12000,52,Male,East,Consumer,1,5,2023-07-22,Highly recommend to others.,Positive
630,S000631,CUST00893,P004,Desk,Furniture,12000,3,2020-07-03,36000,42,Female,West,Corporate,1,20,2023-02-10,"Worth the price, happy with the purchase.",Positive
631,S000632,CUST01873,P007,Pen Pack,Office Supplies,50,2,2022-03-10,100,47,Male,East,Small Business,0,52,2023-01-30,Too expensive for the features offered.,Negative
632,S000633,CUST00489,P008,Headphones,Electronics,3000,1,2023-02-10,3000,64,Female,East,Small Business,0,5,2023-08-17,Product quality could be better.,Neutral
633,S000634,CUST00163,P009,Monitor,Electronics,12000,5,2021-01-15,60000,46,Female,South,Small Business,0,42,2023-08-22,"Terrible experience, will not buy again.",Negative
634,S000635,CUST01349,P005,Printer,Electronics,15000,5,2021-07-15,75000,63,Male,East,Corporate,0,37,2023-06-19,"Met expectations, nothing special.",Neutral
635,S000636,CUST01897,P003,Office Chair,Furniture,8000,2,2020-03-26,16000,33,Female,North,Consumer,0,47,2023-08-19,Too expensive for the features offered.,Negative
636,S000637,CUST00676,P003,Office Chair,Furniture,8000,1,2022-10-05,8000,34,Male,North,Corporate,1,49,2023-11-27,"Met expectations, nothing special.",Neutral
637,S000638,CUST00743,P008,Headphones,Electronics,3000,5,2020-05-19,15000,23,Female,South,Corporate,0,11,2023-12-01,"Worth the price, happy with the purchase.",Positive
638,S000639,CUST00878,P006,Notebook,Office Supplies,100,3,2023-10-28,300,60,Female,South,Consumer,0,55,2023-12-02,"Worth the price, happy with the purchase.",Positive
639,S000640,CUST01715,P002,Smartphone,Electronics,25000,1,2020-06-09,25000,20,Male,South,Consumer,0,35,2023-05-18,Excellent customer service.,Positive
640,S000641,CUST00582,P001,Laptop,Electronics,70000,1,2021-04-03,70000,49,Male,South,Small Business,0,54,2023-12-02,Too expensive for the features offered.,Negative
641,S000642,CUST01444,P007,Pen Pack,Office Supplies,50,4,2021-04-26,200,63,Female,North,Small Business,1,45,2023-05-31,"Met expectations, nothing special.",Neutral
642,S000643,CUST00350,P002,Smartphone,Electronics,25000,4,2022-05-01,100000,52,Male,East,Consumer,0,40,2023-05-20,"Great product, very satisfied.",Positive
643,S000644,CUST01187,P003,Office Chair,Furniture,8000,3,2023-05-09,24000,19,Female,East,Small Business,1,45,2023-01-24,Excellent customer service.,Positive
644,S000645,CUST01873,P007,Pen Pack,Office Supplies,50,2,2022-12-08,100,47,Male,East,Small Business,0,52,2023-01-30,"Met expectations, nothing special.",Neutral
645,S000646,CUST01074,P010,Projector,Electronics,45000,2,2021-11-09,90000,60,Female,East,Consumer,0,22,2023-12-27,Too expensive for the features offered.,Negative
646,S000647,CUST00264,P005,Printer,Electronics,15000,2,2022-11-01,30000,23,Male,East,Corporate,1,53,2023-03-29,"Met expectations, nothing special.",Neutral
647,S000648,CUST00419,P002,Smartphone,Electronics,25000,3,2020-07-28,75000,24,Male,South,Corporate,0,1,2023-05-14,Easy to use and reliable.,Neutral
648,S000649,CUST01840,P009,Monitor,Electronics,12000,4,2020-05-10,48000,37,Female,West,Consumer,1,23,2023-06-07,"Delivery was late, not happy.",Positive
649,S000650,CUST00076,P002,Smartphone,Electronics,25000,3,2023-10-24,75000,51,Female,West,Corporate,0,34,2023-06-21,"Met expectations, nothing special.",Neutral
650,S000651,CUST01139,P009,Monitor,Electronics,12000,2,2023-11-04,24000,40,Male,South,Consumer,0,34,2023-10-06,Product quality could be better.,Neutral
651,S000652,CUST01719,P008,Headphones,Electronics,3000,2,2023-07-11,6000,44,Male,East,Consumer,0,27,2023-02-10,"Met expectations, nothing special.",Neutral
652,S000653,CUST01276,P004,Desk,Furniture,12000,5,2022-10-27,60000,18,Male,North,Small Business,0,52,2023-02-15,"Great product, very satisfied.",Positive
653,S000654,CUST00934,P005,Printer,Electronics,15000,3,2021-02-21,45000,18,Male,South,Consumer,1,42,2023-09-17,Highly recommend to others.,Positive
654,S000655,CUST01221,P008,Headphones,Electronics,3000,4,2020-02-05,12000,40,Male,North,Corporate,0,42,2023-07-21,"Worth the price, happy with the purchase.",Positive
655,S000656,CUST01600,P009,Monitor,Electronics,12000,5,2021-08-04,60000,57,Female,East,Consumer,0,42,2023-01-05,Excellent customer service.,Positive
656,S000657,CUST01225,P009,Monitor,Electronics,12000,5,2022-01-03,60000,39,Male,East,Corporate,1,14,2023-12-24,"Terrible experience, will not buy again.",Negative
657,S000658,CUST00494,P008,Headphones,Electronics,3000,3,2020-12-25,9000,38,Male,East,Consumer,1,12,2023-03-26,"Great product, very satisfied.",Positive
658,S000659,CUST00400,P002,Smartphone,Electronics,25000,5,2023-06-21,125000,41,Female,East,Corporate,0,10,2023-10-28,Easy to use and reliable.,Neutral
659,S000660,CUST00800,P009,Monitor,Electronics,12000,5,2021-01-09,60000,33,Female,South,Consumer,0,28,2023-01-21,"Great product, very satisfied.",Positive
660,S000661,CUST01243,P004,Desk,Furniture,12000,4,2020-03-12,48000,64,Male,North,Corporate,0,31,2023-02-23,"Worth the price, happy with the purchase.",Positive
661,S000662,CUST01220,P003,Office Chair,Furniture,8000,5,2022-07-06,40000,55,Female,North,Corporate,1,3,2023-05-31,Easy to use and reliable.,Neutral
662,S000663,CUST00722,P008,Headphones,Electronics,3000,4,2022-01-11,12000,32,Male,West,Corporate,0,53,2023-07-07,"Worth the price, happy with the purchase.",Positive
663,S000664,CUST00715,P006,Notebook,Office Supplies,100,4,2023-03-02,400,50,Male,East,Consumer,0,10,2023-01-25,"Met expectations, nothing special.",Neutral
664,S000665,CUST01222,P002,Smartphone,Electronics,25000,5,2020-01-25,125000,47,Male,West,Corporate,0,32,2023-10-23,Easy to use and reliable.,Neutral
665,S000666,CUST00495,P010,Projector,Electronics,45000,3,2022-06-15,135000,53,Male,East,Small Business,0,16,2023-06-24,"Worth the price, happy with the purchase.",Positive
666,S000667,CUST01255,P006,Notebook,Office Supplies,100,2,2023-02-14,200,30,Female,West,Small Business,0,42,2023-03-03,"Delivery was late, not happy.",Positive
667,S000668,CUST00844,P002,Smartphone,Electronics,25000,2,2021-01-02,50000,44,Male,South,Small Business,0,44,2023-06-25,"Met expectations, nothing special.",Neutral
668,S000669,CUST00587,P005,Printer,Electronics,15000,2,2022-03-09,30000,21,Male,North,Corporate,0,6,2023-02-24,Too expensive for the features offered.,Negative
669,S000670,CUST01736,P007,Pen Pack,Office Supplies,50,3,2020-04-25,150,48,Male,East,Consumer,0,28,2023-07-01,Product quality could be better.,Neutral
670,S000671,CUST01704,P003,Office Chair,Furniture,8000,2,2021-09-08,16000,20,Male,North,Small Business,0,27,2023-12-31,Too expensive for the features offered.,Negative
671,S000672,CUST00129,P001,Laptop,Electronics,70000,4,2020-11-16,280000,39,Male,East,Consumer,1,30,2023-07-28,"Delivery was late, not happy.",Positive
672,S000673,CUST00994,P006,Notebook,Office Supplies,100,3,2021-04-08,300,61,Female,East,Consumer,0,4,2023-11-07,"Great product, very satisfied.",Positive
673,S000674,CUST00568,P003,Office Chair,Furniture,8000,4,2021-07-14,32000,51,Male,North,Small Business,0,11,2023-09-07,"Worth the price, happy with the purchase.",Positive
674,S000675,CUST01523,P003,Office Chair,Furniture,8000,2,2022-02-17,16000,54,Male,North,Small Business,0,24,2023-10-12,"Great product, very satisfied.",Positive
675,S000676,CUST00434,P010,Projector,Electronics,45000,1,2022-08-28,45000,24,Female,North,Small Business,0,58,2023-11-16,"Delivery was late, not happy.",Positive
676,S000677,CUST01964,P007,Pen Pack,Office Supplies,50,3,2023-01-08,150,44,Male,South,Corporate,1,2,2023-08-12,"Worth the price, happy with the purchase.",Positive
677,S000678,CUST01575,P001,Laptop,Electronics,70000,4,2023-04-30,280000,48,Male,West,Corporate,1,46,2023-12-12,"Delivery was late, not happy.",Positive
678,S000679,CUST01404,P009,Monitor,Electronics,12000,3,2021-01-06,36000,28,Female,West,Consumer,0,23,2023-09-13,"Terrible experience, will not buy again.",Negative
679,S000680,CUST01471,P007,Pen Pack,Office Supplies,50,2,2021-11-19,100,36,Female,West,Consumer,0,7,2023-03-02,"Great product, very satisfied.",Positive
680,S000681,CUST01506,P005,Printer,Electronics,15000,2,2023-12-09,30000,32,Female,North,Corporate,0,48,2023-06-16,"Great product, very satisfied.",Positive
681,S000682,CUST01582,P008,Headphones,Electronics,3000,3,2020-12-22,9000,61,Female,South,Consumer,0,33,2023-08-07,Easy to use and reliable.,Neutral
682,S000683,CUST01561,P010,Projector,Electronics,45000,5,2021-01-08,225000,25,Female,East,Consumer,0,38,2023-06-09,"Terrible experience, will not buy again.",Negative
683,S000684,CUST00518,P010,Projector,Electronics,45000,2,2021-07-23,90000,54,Male,South,Small Business,0,1,2023-08-09,"Met expectations, nothing special.",Neutral
684,S000685,CUST00449,P008,Headphones,Electronics,3000,2,2021-03-08,6000,28,Male,East,Corporate,0,20,2023-01-07,"Great product, very satisfied.",Positive
685,S000686,CUST01045,P010,Projector,Electronics,45000,4,2021-11-05,180000,52,Male,West,Corporate,0,14,2023-03-13,Product quality could be better.,Neutral
686,S000687,CUST01725,P004,Desk,Furniture,12000,4,2021-12-22,48000,54,Female,North,Corporate,0,2,2023-10-15,"Delivery was late, not happy.",Positive
687,S000688,CUST00894,P001,Laptop,Electronics,70000,3,2021-04-21,210000,51,Male,North,Small Business,0,16,2023-01-11,"Delivery was late, not happy.",Positive
688,S000689,CUST00050,P002,Smartphone,Electronics,25000,5,2022-07-15,125000,23,Male,West,Corporate,0,57,2023-02-20,Easy to use and reliable.,Neutral
689,S000690,CUST00465,P002,Smartphone,Electronics,25000,2,2022-06-05,50000,38,Male,West,Corporate,1,41,2023-06-09,"Met expectations, nothing special.",Neutral
690,S000691,CUST00399,P001,Laptop,Electronics,70000,1,2021-03-17,70000,38,Male,South,Consumer,0,56,2023-02-22,Highly recommend to others.,Positive
691,S000692,CUST01734,P002,Smartphone,Electronics,25000,5,2023-07-19,125000,52,Female,North,Small Business,0,27,2023-07-10,Easy to use and reliable.,Neutral
692,S000693,CUST01633,P005,Printer,Electronics,15000,5,2020-11-28,75000,60,Female,North,Consumer,1,4,2023-10-16,"Delivery was late, not happy.",Positive
693,S000694,CUST01468,P003,Office Chair,Furniture,8000,2,2020-01-15,16000,38,Male,East,Small Business,0,9,2023-11-20,Highly recommend to others.,Positive
694,S000695,CUST01316,P003,Office Chair,Furniture,8000,3,2020-07-03,24000,55,Male,West,Small Business,0,29,2023-05-06,Highly recommend to others.,Positive
695,S000696,CUST01652,P008,Headphones,Electronics,3000,3,2020-06-14,9000,20,Male,East,Corporate,0,22,2023-08-05,Easy to use and reliable.,Neutral
696,S000697,CUST01426,P008,Headphones,Electronics,3000,2,2020-06-30,6000,19,Female,North,Corporate,0,38,2023-03-16,"Delivery was late, not happy.",Positive
697,S000698,CUST00738,P005,Printer,Electronics,15000,1,2023-10-28,15000,25,Male,North,Corporate,0,25,2023-01-13,"Great product, very satisfied.",Positive
698,S000699,CUST01025,P005,Printer,Electronics,15000,1,2020-02-14,15000,60,Female,West,Corporate,0,37,2023-07-26,"Delivery was late, not happy.",Positive
699,S000700,CUST01901,P003,Office Chair,Furniture,8000,1,2020-05-11,8000,59,Male,South,Consumer,0,56,2023-10-28,"Terrible experience, will not buy again.",Negative
700,S000701,CUST01049,P004,Desk,Furniture,12000,3,2020-10-28,36000,22,Female,South,Small Business,1,29,2023-06-24,Highly recommend to others.,Positive
701,S000702,CUST00493,P004,Desk,Furniture,12000,3,2021-11-30,36000,56,Male,West,Small Business,0,51,2023-08-15,Too expensive for the features offered.,Negative
702,S000703,CUST00937,P007,Pen Pack,Office Supplies,50,4,2023-01-21,200,54,Male,North,Consumer,0,34,2023-06-23,"Great product, very satisfied.",Positive
703,S000704,CUST01380,P005,Printer,Electronics,15000,3,2022-01-14,45000,35,Male,North,Consumer,0,50,2023-09-07,Too expensive for the features offered.,Negative
704,S000705,CUST00624,P009,Monitor,Electronics,12000,5,2020-09-15,60000,20,Male,West,Consumer,0,7,2023-11-01,Excellent customer service.,Positive
705,S000706,CUST00848,P004,Desk,Furniture,12000,1,2022-11-22,12000,24,Male,West,Small Business,0,6,2023-08-05,Easy to use and reliable.,Neutral
706,S000707,CUST00647,P002,Smartphone,Electronics,25000,3,2022-10-04,75000,20,Female,East,Corporate,0,23,2023-05-05,"Terrible experience, will not buy again.",Negative
707,S000708,CUST01218,P002,Smartphone,Electronics,25000,2,2023-07-18,50000,36,Male,East,Corporate,0,34,2023-10-30,"Met expectations, nothing special.",Neutral
708,S000709,CUST00500,P006,Notebook,Office Supplies,100,3,2023-01-13,300,36,Female,South,Corporate,1,51,2023-10-07,"Met expectations, nothing special.",Neutral
709,S000710,CUST00076,P004,Desk,Furniture,12000,1,2022-12-17,12000,51,Female,West,Corporate,0,34,2023-06-21,Highly recommend to others.,Positive
710,S000711,CUST01223,P001,Laptop,Electronics,70000,1,2021-03-04,70000,61,Male,North,Corporate,1,27,2023-09-10,"Worth the price, happy with the purchase.",Positive
711,S000712,CUST00967,P003,Office Chair,Furniture,8000,5,2020-11-25,40000,60,Male,East,Consumer,1,48,2023-01-04,"Worth the price, happy with the purchase.",Positive
712,S000713,CUST01719,P009,Monitor,Electronics,12000,3,2021-11-25,36000,44,Male,East,Consumer,0,27,2023-02-10,"Met expectations, nothing special.",Neutral
713,S000714,CUST01018,P003,Office Chair,Furniture,8000,2,2020-03-21,16000,19,Male,North,Consumer,0,37,2023-06-22,"Met expectations, nothing special.",Neutral
714,S000715,CUST00997,P003,Office Chair,Furniture,8000,5,2020-05-28,40000,38,Female,North,Small Business,0,54,2023-09-17,Easy to use and reliable.,Neutral
715,S000716,CUST00772,P006,Notebook,Office Supplies,100,5,2021-09-19,500,50,Male,West,Corporate,1,51,2023-04-27,Product quality could be better.,Neutral
716,S000717,CUST00543,P010,Projector,Electronics,45000,5,2021-10-02,225000,45,Female,East,Small Business,0,22,2023-07-13,Excellent customer service.,Positive
717,S000718,CUST00636,P005,Printer,Electronics,15000,5,2020-05-29,75000,45,Female,East,Consumer,0,40,2023-03-28,Excellent customer service.,Positive
718,S000719,CUST00439,P007,Pen Pack,Office Supplies,50,3,2022-11-23,150,23,Female,West,Small Business,1,15,2023-05-06,Highly recommend to others.,Positive
719,S000720,CUST01955,P002,Smartphone,Electronics,25000,4,2022-10-05,100000,33,Male,East,Small Business,0,53,2023-03-14,Highly recommend to others.,Positive
720,S000721,CUST01813,P005,Printer,Electronics,15000,5,2022-05-10,75000,51,Female,South,Small Business,1,19,2023-10-20,"Worth the price, happy with the purchase.",Positive
721,S000722,CUST01832,P007,Pen Pack,Office Supplies,50,4,2021-03-12,200,46,Male,South,Consumer,0,53,2023-09-27,"Worth the price, happy with the purchase.",Positive
722,S000723,CUST00132,P001,Laptop,Electronics,70000,1,2021-02-08,70000,46,Female,North,Corporate,1,56,2023-04-28,"Great product, very satisfied.",Positive
723,S000724,CUST01325,P007,Pen Pack,Office Supplies,50,4,2023-03-03,200,50,Female,North,Small Business,0,31,2023-07-22,"Met expectations, nothing special.",Neutral
724,S000725,CUST01867,P001,Laptop,Electronics,70000,3,2021-10-22,210000,31,Female,East,Consumer,0,32,2023-02-20,Too expensive for the features offered.,Negative
725,S000726,CUST00284,P002,Smartphone,Electronics,25000,1,2020-06-19,25000,57,Female,North,Corporate,0,57,2023-11-21,Too expensive for the features offered.,Negative
726,S000727,CUST01200,P004,Desk,Furniture,12000,5,2020-08-03,60000,59,Female,West,Small Business,0,10,2023-06-28,Easy to use and reliable.,Neutral
727,S000728,CUST00647,P004,Desk,Furniture,12000,3,2022-06-08,36000,20,Female,East,Corporate,0,23,2023-05-05,Excellent customer service.,Positive
728,S000729,CUST01714,P006,Notebook,Office Supplies,100,1,2021-11-11,100,62,Female,North,Small Business,0,8,2023-06-13,Easy to use and reliable.,Neutral
729,S000730,CUST01729,P006,Notebook,Office Supplies,100,3,2023-12-20,300,52,Female,East,Small Business,0,31,2023-04-06,"Worth the price, happy with the purchase.",Positive
730,S000731,CUST01212,P008,Headphones,Electronics,3000,1,2020-09-27,3000,40,Male,South,Consumer,0,20,2023-01-13,"Worth the price, happy with the purchase.",Positive
731,S000732,CUST01927,P006,Notebook,Office Supplies,100,4,2021-01-10,400,45,Male,South,Small Business,0,32,2023-02-02,"Delivery was late, not happy.",Positive
732,S000733,CUST01823,P007,Pen Pack,Office Supplies,50,1,2021-06-28,50,64,Female,East,Corporate,1,52,2023-12-11,Too expensive for the features offered.,Negative
733,S000734,CUST00297,P005,Printer,Electronics,15000,4,2020-07-11,60000,48,Male,North,Small Business,0,29,2023-01-04,Product quality could be better.,Neutral
734,S000735,CUST00680,P005,Printer,Electronics,15000,2,2023-11-26,30000,39,Female,East,Small Business,1,25,2023-05-21,Excellent customer service.,Positive
735,S000736,CUST00094,P005,Printer,Electronics,15000,5,2020-10-17,75000,33,Female,North,Small Business,0,21,2023-07-19,"Worth the price, happy with the purchase.",Positive
736,S000737,CUST01997,P005,Printer,Electronics,15000,1,2021-09-12,15000,53,Male,West,Small Business,1,19,2023-12-31,"Met expectations, nothing special.",Neutral
737,S000738,CUST01296,P001,Laptop,Electronics,70000,3,2023-03-21,210000,24,Female,East,Consumer,1,48,2023-10-13,Product quality could be better.,Neutral
738,S000739,CUST00225,P004,Desk,Furniture,12000,2,2021-06-22,24000,41,Male,East,Small Business,0,8,2023-11-25,Excellent customer service.,Positive
739,S000740,CUST01521,P007,Pen Pack,Office Supplies,50,2,2023-03-06,100,25,Female,South,Consumer,1,35,2023-09-24,"Great product, very satisfied.",Positive
740,S000741,CUST01740,P008,Headphones,Electronics,3000,1,2021-10-26,3000,54,Male,North,Small Business,0,7,2023-05-26,Excellent customer service.,Positive
